Time	Open	High	Low	Close	Volume
2020-07-29 22:05:00	1.17925	1.17927	1.17922	1.17923	31
2020-07-29 22:06:00	1.17923	1.17928	1.17923	1.17926	30
2020-07-29 22:07:00	1.17926	1.17926	1.17923	1.17924	9
2020-07-29 22:08:00	1.17924	1.17924	1.17922	1.17922	4
2020-07-29 22:09:00	1.17922	1.17925	1.17921	1.17923	10
2020-07-29 22:10:00	1.17923	1.17924	1.17913	1.17915	44
2020-07-29 22:11:00	1.17915	1.17922	1.17913	1.17921	41
2020-07-29 22:12:00	1.1792	1.1792	1.17913	1.17918	44
2020-07-29 22:13:00	1.17918	1.17919	1.17917	1.17918	34
2020-07-29 22:14:00	1.17918	1.17918	1.17913	1.17916	45
