Time	Open	High	Low	Close	Volume
2020-07-23 00:00:00	1.15647	1.15698	1.15644	1.15681	689
2020-07-23 00:05:00	1.15681	1.15752	1.15676	1.15708	1196
2020-07-23 00:10:00	1.15707	1.15718	1.15691	1.15707	2114
2020-07-23 00:15:00	1.15709	1.15714	1.15651	1.1566	645
2020-07-23 00:20:00	1.15661	1.15673	1.15649	1.15655	328
2020-07-23 00:25:00	1.15658	1.15664	1.15641	1.15664	416
2020-07-23 00:30:00	1.15663	1.15676	1.15661	1.15675	401
2020-07-23 00:35:00	1.15675	1.15697	1.1567	1.15695	276
2020-07-23 00:40:00	1.15694	1.15724	1.15688	1.15706	472
2020-07-23 00:45:00	1.15706	1.15713	1.15654	1.1566	717
2020-07-23 00:50:00	1.15659	1.15697	1.15653	1.15679	517
2020-07-23 00:55:00	1.1568	1.1569	1.15665	1.15675	586
2020-07-23 01:00:00	1.15674	1.15686	1.15642	1.15681	1091
2020-07-23 01:05:00	1.15681	1.1572	1.15673	1.15715	748
2020-07-23 01:10:00	1.15715	1.15765	1.15715	1.15729	809
2020-07-23 01:15:00	1.15729	1.15743	1.157	1.15725	4744
2020-07-23 01:20:00	1.15726	1.15731	1.15689	1.15698	563
2020-07-23 01:25:00	1.15699	1.15708	1.15686	1.15708	436
2020-07-23 01:30:00	1.1571	1.15738	1.1571	1.15716	700
2020-07-23 01:35:00	1.15715	1.15732	1.15708	1.1573	662
2020-07-23 01:40:00	1.15729	1.15763	1.15727	1.15757	735
2020-07-23 01:45:00	1.15758	1.15761	1.1572	1.15723	458
2020-07-23 01:50:00	1.15723	1.15762	1.15723	1.15756	375
2020-07-23 01:55:00	1.15758	1.15759	1.15728	1.15741	636
2020-07-23 02:00:00	1.1574	1.15747	1.1572	1.15734	595
2020-07-23 02:05:00	1.15734	1.1574	1.15722	1.15723	569
2020-07-23 02:10:00	1.15725	1.15728	1.15707	1.15715	524
2020-07-23 02:15:00	1.15716	1.15748	1.15716	1.15725	596
2020-07-23 02:20:00	1.15725	1.15734	1.1571	1.15719	442
2020-07-23 02:25:00	1.1572	1.15729	1.15711	1.15728	280
2020-07-23 02:30:00	1.15728	1.15739	1.15719	1.15726	576
2020-07-23 02:35:00	1.15725	1.15729	1.15713	1.15718	325
2020-07-23 02:40:00	1.1572	1.1572	1.15697	1.15698	535
2020-07-23 02:45:00	1.15698	1.15708	1.15675	1.15689	828
2020-07-23 02:50:00	1.1569	1.15694	1.15656	1.15667	629
2020-07-23 02:55:00	1.15667	1.15679	1.15667	1.15677	443
2020-07-23 03:00:00	1.15677	1.15693	1.15674	1.15682	386
2020-07-23 03:05:00	1.15682	1.15694	1.15679	1.1568	466
2020-07-23 03:10:00	1.1568	1.15694	1.15679	1.15688	404
2020-07-23 03:15:00	1.15688	1.15711	1.15688	1.15704	216
2020-07-23 03:20:00	1.15703	1.15734	1.157	1.1573	290
2020-07-23 03:25:00	1.1573	1.15744	1.1572	1.15738	246
2020-07-23 03:30:00	1.15739	1.1575	1.15736	1.15738	412
2020-07-23 03:35:00	1.15739	1.15746	1.15722	1.15744	292
2020-07-23 03:40:00	1.15745	1.1575	1.15735	1.15738	206
2020-07-23 03:45:00	1.15739	1.15746	1.15736	1.15744	386
2020-07-23 03:50:00	1.15744	1.15773	1.15741	1.1576	446
2020-07-23 03:55:00	1.1576	1.15775	1.15754	1.15768	480
2020-07-23 04:00:00	1.15769	1.15776	1.15763	1.15768	274
2020-07-23 04:05:00	1.15769	1.15781	1.15768	1.15777	287
2020-07-23 04:10:00	1.15778	1.15778	1.15753	1.15768	223
2020-07-23 04:15:00	1.1577	1.15786	1.15753	1.15755	758
2020-07-23 04:20:00	1.15755	1.15774	1.15752	1.15769	346
2020-07-23 04:25:00	1.15769	1.15824	1.15769	1.15811	572
2020-07-23 04:30:00	1.15811	1.15822	1.15782	1.15816	440
